quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,open_price-Order2,high_price-Order2,low_price-Order2,close_price-Order2,trading_volumn-Order2,Capital-Order2,PE_TTM-Order2,PB-Order2,Label
2016-12-06,2728,sh600221,3.36,3.33,3.37,3.32,day,820010.0,-7884.51,42.9495472186,1.09570957096,11.2896,11.0889,11.3569,11.0224,6.724164001e+11,62165497.9401,1844.66360629,1.20057946389,-0.0030165935394255677
2016-12-05,2727,sh600221,3.33,3.37,3.39,3.32,day,1072924.0,1520.78,42.9495472186,1.09570957096,11.0889,11.3569,11.4921,11.0224,1.15116590978e+12,2312771.8084,1844.66360629,1.20057946389,0.0
2016-12-02,2726,sh600221,3.38,3.37,3.42,3.35,day,1524515.0,-1979.26,43.3376455369,1.10561056106,11.4244,11.3569,11.6964,11.2225,2.32414598522e+12,3917470.1476,1878.15152068,1.22237471272,-0.008995562908577986
2016-12-01,2725,sh600221,3.35,3.38,3.4,3.34,day,1168627.0,6507.58,43.2082794308,1.10231023102,11.2225,11.4244,11.56,11.1556,1.36568906513e+12,42348597.4564,1866.95541137,1.21508784542,0.002989538848365986
2016-11-29,1520,sh600221,3.38,3.41,3.45,3.36,day,2029523.0,6398.78,43.4670116429,1.10891089109,11.4244,11.6281,11.9025,11.2896,4.11896360753e+12,40944385.4884,1889.38110117,1.22968336438,-0.005970166986503796
2016-11-28,1519,sh600221,3.36,3.39,3.4,3.35,day,1520953.0,5938.11,43.3376455369,1.10561056106,11.2896,11.4921,11.56,11.2225,2.31329802821e+12,35261150.3721,1878.15152068,1.22237471272,0.00298062813813772
2016-11-25,1518,sh600221,3.32,3.35,3.35,3.31,day,1016467.0,-2537.82,42.8201811125,1.09240924092,11.0224,11.2225,11.2225,10.9561,1.03320516209e+12,6440530.3524,1833.56791051,1.19335794966,0.012012156448003653
2016-11-24,1517,sh600221,3.32,3.33,3.35,3.31,day,890519.0,-1341.58,42.8201811125,1.09240924092,11.0224,11.0889,11.2225,10.9561,7.93024089361e+11,1799836.8964,1833.56791051,1.19335794966,0.0
2016-11-23,1516,sh600221,3.34,3.33,3.36,3.31,day,1039198.0,-172.03,42.8201811125,1.09240924092,11.1556,11.0889,11.2896,10.9561,1.0799324832e+12,29594.3209,1833.56791051,1.19335794966,0.0
2016-11-22,1515,sh600221,3.32,3.34,3.34,3.31,day,962135.0,1657.09,42.8201811125,1.09240924092,11.0224,11.1556,11.1556,10.9561,9.25703758225e+11,2745947.2681,1833.56791051,1.19335794966,0.0
2016-11-21,1514,sh600221,3.31,3.32,3.34,3.29,day,813558.0,91.45,42.5614489004,1.08580858086,10.9561,11.0224,11.1556,10.8241,6.61876619364e+11,8363.1025,1811.4769325,1.17898027427,0.0060606246116909545
2016-11-18,1513,sh600221,3.36,3.31,3.37,3.3,day,1120442.0,-12194.93,42.6908150065,1.08910891089,11.2896,10.9561,11.3569,10.89,1.25539027536e+12,148716317.705,1822.50568592,1.18615821978,-0.003034903695153936
2016-11-17,1512,sh600221,3.36,3.37,3.38,3.33,day,1588500.0,937.79,43.0789133247,1.09900990099,11.2896,11.3569,11.4244,11.0889,2.52333225e+12,879450.0841,1855.79277324,1.20782276247,-0.009049835519917927
2016-11-16,1511,sh600221,3.3,3.37,3.4,3.28,day,2209054.0,10938.02,42.4320827943,1.08250825083,10.89,11.3569,11.56,10.7584,4.87991957492e+12,119640281.52,1800.48165026,1.1718241131,0.015128881596300218
2016-11-15,1510,sh600221,3.31,3.31,3.35,3.3,day,1478725.0,2110.63,42.6908150065,1.08910891089,10.9561,10.9561,11.2225,10.89,2.18662762562e+12,4454758.9969,1822.50568592,1.18615821978,-0.006079046076382226
2016-11-14,1509,sh600221,3.27,3.32,3.35,3.26,day,2128344.0,13943.58,42.1733505821,1.07590759076,10.6929,11.0224,11.2225,10.6276,4.52984818234e+12,194423423.216,1778.59149932,1.15757714385,0.012195273093818206
2016-11-11,1508,sh600221,3.24,3.27,3.27,3.23,day,1498158.0,8384.28,41.7852522639,1.06600660066,10.4976,10.6929,10.6929,10.4329,2.24447739296e+12,70296151.1184,1746.00730676,1.13637007265,0.00924505814405099
2016-11-10,1507,sh600221,3.21,3.26,3.26,3.21,day,1291093.0,17985.53,41.5265200517,1.05940594059,10.3041,10.6276,10.6276,10.3041,1.66692113465e+12,323479289.381,1724.45186761,1.12234094697,0.0062112000926406764
2016-11-09,1506,sh600221,3.21,3.21,3.22,3.19,day,1019162.0,-4608.21,41.2677878396,1.05280528053,10.3041,10.3041,10.3684,10.1761,1.03869118224e+12,21235599.4041,1703.03031317,1.10839895871,0.006250020345171326
2016-11-08,1505,sh600221,3.22,3.22,3.23,3.2,day,744056.0,59.22,41.3971539457,1.05610561056,10.3684,10.3684,10.4329,10.24,5.53619331136e+11,3507.0084,1713.7243548,1.11535906066,-0.0031298930089277044
2016-11-07,1504,sh600221,3.21,3.21,3.22,3.2,day,654080.0,-2025.14,41.3971539457,1.05610561056,10.3041,10.3041,10.3684,10.24,4.278206464e+11,4101192.0196,1713.7243548,1.11535906066,0.0
2016-11-04,1503,sh600221,3.23,3.22,3.24,3.2,day,808753.0,-4217.79,41.3971539457,1.05610561056,10.4329,10.3684,10.4976,10.24,6.54081415009e+11,17789752.4841,1713.7243548,1.11535906066,0.0
2016-11-03,1502,sh600221,3.22,3.24,3.26,3.2,day,1101781.0,6959.21,41.3971539457,1.05610561056,10.3684,10.4976,10.6276,10.24,1.21392137196e+12,48430603.8241,1713.7243548,1.11535906066,0.0
2016-11-02,1501,sh600221,3.22,3.21,3.24,3.2,day,768673.0,-323.96,41.3971539457,1.05610561056,10.3684,10.3041,10.4976,10.24,5.90858180929e+11,104950.0816,1713.7243548,1.11535906066,0.0
2016-11-01,1500,sh600221,3.23,3.23,3.23,3.21,day,563670.0,-707.58,41.5265200517,1.05940594059,10.4329,10.4329,10.4329,10.3041,3.177238689e+11,500669.4564,1724.45186761,1.12234094697,-0.0031201273362435225
2016-10-31,1499,sh600221,3.22,3.22,3.23,3.2,day,502569.0,-628.7,41.3971539457,1.05610561056,10.3684,10.3684,10.4329,10.24,2.52575599761e+11,395263.69,1713.7243548,1.11535906066,0.0031201273362434566
2016-10-28,1498,sh600221,3.24,3.21,3.25,3.2,day,605269.0,-2411.41,41.3971539457,1.05610561056,10.4976,10.3041,10.5625,10.24,3.66350562361e+11,5814898.1881,1713.7243548,1.11535906066,0.0
2016-10-27,1497,sh600221,3.25,3.24,3.25,3.22,day,306460.0,-805.52,41.6558861578,1.06270627063,10.5625,10.4976,10.5625,10.3684,93917731600.0,648862.4704,1735.21285159,1.12934461763,-0.006230549750636086
2016-10-26,1496,sh600221,3.27,3.24,3.27,3.23,day,453860.0,-1397.26,41.7852522639,1.06600660066,10.6929,10.4976,10.6929,10.4329,2.059888996e+11,1952335.5076,1746.00730676,1.13637007265,-0.0031007776782481593
2016-10-25,1495,sh600221,3.26,3.27,3.27,3.25,day,502365.0,2500.48,42.0439844761,1.07260726073,10.6276,10.6929,10.6929,10.5625,2.52370593225e+11,6252400.2304,1767.69663062,1.15048633576,-0.0061728591070809675
2016-10-24,1494,sh600221,3.23,3.26,3.27,3.22,day,694303.0,3681.25,41.6558861578,1.06270627063,10.4329,10.6276,10.6929,10.3684,4.82056655809e+11,13551601.5625,1735.21285159,1.12934461763,0.009273636785329033
2016-10-21,1493,sh600221,3.26,3.24,3.27,3.22,day,577077.0,-1846.57,41.6558861578,1.06270627063,10.6276,10.4976,10.6929,10.3684,3.33017863929e+11,3409820.7649,1735.21285159,1.12934461763,0.0
2016-10-20,1492,sh600221,3.26,3.26,3.27,3.24,day,532649.0,1071.81,41.91461837,1.06930693069,10.6276,10.6276,10.6929,10.4976,2.83714957201e+11,1148776.6761,1756.8352331,1.14341731203,-0.006191970247921107
2016-10-19,1491,sh600221,3.25,3.27,3.31,3.24,day,787817.0,6008.73,41.91461837,1.06930693069,10.5625,10.6929,10.9561,10.4976,6.20655625489e+11,36104836.2129,1756.8352331,1.14341731203,0.0
2016-10-18,1490,sh600221,3.23,3.26,3.26,3.21,day,405328.0,1513.96,41.5265200517,1.05940594059,10.4329,10.6276,10.6276,10.3041,1.64290787584e+11,2292074.8816,1724.45186761,1.12234094697,0.00930239266231363
2016-10-17,1489,sh600221,3.26,3.23,3.27,3.21,day,522574.0,-5286.18,41.5265200517,1.05940594059,10.6276,10.4329,10.6929,10.3041,2.73083585476e+11,27943698.9924,1724.45186761,1.12234094697,0.0
2016-10-14,1488,sh600221,3.21,3.28,3.29,3.2,day,888117.0,6526.81,41.3971539457,1.05610561056,10.3041,10.7584,10.8241,10.24,7.88751805689e+11,42599248.7761,1713.7243548,1.11535906066,0.0031201273362434566
2016-10-13,1487,sh600221,3.22,3.22,3.23,3.21,day,279682.0,-2297.62,41.5265200517,1.05940594059,10.3684,10.3684,10.4329,10.3041,78222021124.0,5279057.6644,1724.45186761,1.12234094697,-0.0031201273362435225
2016-10-12,1486,sh600221,3.22,3.22,3.23,3.21,day,233688.0,-835.09,41.5265200517,1.05940594059,10.3684,10.3684,10.4329,10.3041,54610081344.0,697375.3081,1724.45186761,1.12234094697,0.0
2016-10-11,1485,sh600221,3.23,3.23,3.24,3.22,day,403000.0,-2269.09,41.6558861578,1.06270627063,10.4329,10.4329,10.4976,10.3684,1.62409e+11,5148769.4281,1735.21285159,1.12934461763,-0.0031104224143925024
2016-10-10,1484,sh600221,3.21,3.23,3.23,3.2,day,375323.0,-44.8,41.3971539457,1.05610561056,10.3041,10.4329,10.4329,10.24,1.40867354329e+11,2007.04,1713.7243548,1.11535906066,0.006230549750636163
2016-09-30,1483,sh600221,3.2,3.2,3.21,3.19,day,205625.0,-317.22,41.2677878396,1.05280528053,10.24,10.24,10.3041,10.1761,42281640625.0,100628.5284,1703.03031317,1.10839895871,0.003129893008927787
2016-09-29,1482,sh600221,3.2,3.2,3.22,3.19,day,252110.0,-103.7,531.666666667,1.19029850746,10.24,10.24,10.3684,10.1761,63559452100.0,10753.69,282669.444444,1.41681053687,0.0
2016-09-28,1481,sh600221,3.19,3.22,3.23,3.18,day,463116.0,2878.63,530.0,1.18656716418,10.1761,10.3684,10.4329,10.1124,2.14476429456e+11,8286510.6769,280900.0,1.40794163511,0.0031397200046676247
2016-09-27,1480,sh600221,3.18,3.19,3.2,3.17,day,330101.0,1856.14,528.333333333,1.1828358209,10.1124,10.1761,10.24,10.0489,1.08966670201e+11,3445255.6996,279136.111111,1.39910057919,0.0031496089028962013
2016-09-26,1479,sh600221,3.23,3.19,3.23,3.18,day,388278.0,-1997.73,530.0,1.18656716418,10.4329,10.1761,10.4329,10.1124,1.50759805284e+11,3990925.1529,280900.0,1.40794163511,-0.0031496089028963314
2016-09-23,1478,sh600221,3.24,3.23,3.25,3.22,day,306315.0,-3436.68,536.666666667,1.20149253731,10.4976,10.4329,10.5625,10.3684,93828879225.0,11810769.4224,288011.111111,1.44358431722,-0.012500162764231494
2016-09-22,1477,sh600221,3.23,3.25,3.27,3.23,day,517781.0,3882.94,538.333333333,1.2052238806,10.4329,10.5625,10.6929,10.4329,2.68097163961e+11,15077223.0436,289802.777778,1.45256460236,-0.0031007776782481593
2016-09-21,1476,sh600221,3.22,3.23,3.24,3.22,day,209915.0,-269.63,536.666666667,1.20149253731,10.3684,10.4329,10.4976,10.3684,44064307225.0,72700.3369,288011.111111,1.44358431722,0.0031007776782481854
2016-09-20,1475,sh600221,3.24,3.23,3.24,3.22,day,165912.0,-1630.41,536.666666667,1.20149253731,10.4976,10.4329,10.4976,10.3684,27526791744.0,2658236.7681,288011.111111,1.44358431722,0.0
2016-09-19,1474,sh600221,3.22,3.24,3.24,3.22,day,266367.0,-618.59,536.666666667,1.20149253731,10.3684,10.4976,10.4976,10.3684,70951378689.0,382653.5881,288011.111111,1.44358431722,0.0
2016-09-14,1473,sh600221,3.21,3.22,3.23,3.2,day,409062.0,-530.71,533.333333333,1.19402985075,10.3041,10.3684,10.4329,10.24,1.67331719844e+11,281653.1041,284444.444444,1.42570728447,0.006230549750636163
2016-09-13,1472,sh600221,3.25,3.23,3.26,3.21,day,568319.0,-2062.91,535.0,1.19776119403,10.5625,10.4329,10.6276,10.3041,3.22986485761e+11,4255597.6681,286225.0,1.43463187792,-0.0031201273362435225
2016-09-12,1471,sh600221,3.27,3.25,3.27,3.2,day,1052948.0,-2697.33,533.333333333,1.19402985075,10.6929,10.5625,10.6929,10.24,1.1086994907e+12,7275589.1289,284444.444444,1.42570728447,0.0031201273362434566
2016-09-09,1470,sh600221,3.34,3.29,3.35,3.29,day,846617.0,-4375.91,548.333333333,1.2276119403,11.1556,10.8241,11.2225,10.8241,7.16760344689e+11,19148588.3281,300669.444444,1.50703107596,-0.027736754971599636
2016-09-08,1469,sh600221,3.36,3.34,3.36,3.33,day,832904.0,-4916.52,555.0,1.24253731343,11.2896,11.1556,11.2896,11.0889,6.93729073216e+11,24172168.9104,308025.0,1.54389897527,-0.012084739215071999
2016-09-07,1468,sh600221,3.36,3.36,3.39,3.34,day,709702.0,-2216.64,556.666666667,1.24626865672,11.2896,11.2896,11.4921,11.1556,5.03676928804e+11,4913492.8896,309877.777778,1.55318556471,-0.0029985029962565574
2016-09-06,1467,sh600221,3.34,3.36,3.36,3.32,day,520311.0,2055.18,553.333333333,1.23880597015,11.1556,11.2896,11.2896,11.0224,2.70723536721e+11,4223764.8324,306177.777778,1.53464023168,0.006006024060211949
2016-09-05,1466,sh600221,3.35,3.35,3.36,3.33,day,399517.0,748.28,555.0,1.24253731343,11.2225,11.2225,11.2896,11.0889,1.59613833289e+11,559922.9584,308025.0,1.54389897527,-0.0030075210639553284
2016-09-02,1465,sh600221,3.34,3.35,3.36,3.33,day,413869.0,2102.08,555.0,1.24253731343,11.1556,11.2225,11.2896,11.0889,1.71287549161e+11,4418740.3264,308025.0,1.54389897527,0.0
2016-09-01,1464,sh600221,3.36,3.33,3.37,3.33,day,421221.0,-4253.93,555.0,1.24253731343,11.2896,11.0889,11.3569,11.0889,1.77427130841e+11,18095920.4449,308025.0,1.54389897527,0.0
2016-08-31,1463,sh600221,3.35,3.36,3.36,3.33,day,429966.0,-145.1,555.0,1.24253731343,11.2225,11.2896,11.2896,11.0889,1.84870761156e+11,21054.01,308025.0,1.54389897527,0.0
2016-08-30,1462,sh600221,3.39,3.35,3.39,3.34,day,731984.0,-8292.71,556.666666667,1.24626865672,11.4921,11.2225,11.4921,11.1556,5.35800576256e+11,68769039.1441,309877.777778,1.55318556471,-0.0029985029962565574
2016-08-29,1461,sh600221,3.4,3.41,3.42,3.38,day,312236.0,-589.91,563.333333333,1.26119402985,11.56,11.6281,11.6964,11.4244,97491319696.0,347993.8081,317344.444444,1.59061038093,-0.011904902506318427
2016-08-26,1460,sh600221,3.41,3.4,3.43,3.39,day,367258.0,-1508.12,565.0,1.26492537313,11.6281,11.56,11.7649,11.4921,1.34878438564e+11,2274425.9344,319225.0,1.6000361996,-0.00295421189743152
2016-08-25,1459,sh600221,3.44,3.4,3.45,3.37,day,698976.0,-4994.04,561.666666667,1.25746268657,11.8336,11.56,11.9025,11.3569,4.88567448576e+11,24940435.5216,315469.444444,1.58121240811,0.0059171770280885185
2016-08-24,1458,sh600221,3.44,3.45,3.45,3.41,day,411328.0,2926.68,568.333333333,1.2723880597,11.8336,11.9025,11.9025,11.6281,1.69190723584e+11,8565455.8224,323002.777778,1.61897137447,-0.011799546931155055
2016-08-23,1457,sh600221,3.45,3.44,3.46,3.41,day,569889.0,-2143.54,568.333333333,1.2723880597,11.9025,11.8336,11.9716,11.6281,3.24773472321e+11,4594763.7316,323002.777778,1.61897137447,0.0
2016-08-22,1456,sh600221,3.45,3.45,3.46,3.43,day,336247.0,-787.06,571.666666667,1.27985074627,11.9025,11.9025,11.9716,11.7649,1.13062045009e+11,619463.4436,326802.777778,1.63801793272,-0.0058479698824231
2016-08-19,1455,sh600221,3.46,3.45,3.47,3.42,day,572349.0,-1403.15,570.0,1.27611940299,11.9716,11.9025,12.0409,11.6964,3.27583377801e+11,1968829.9225,324900.0,1.62848073067,0.002919710103334846
2016-08-18,1454,sh600221,3.46,3.47,3.5,3.46,day,740870.0,1501.73,576.666666667,1.29104477612,11.9716,12.0409,12.25,11.9716,5.488883569e+11,2255192.9929,332544.444444,1.66679661395,-0.011628037995119099
2016-08-17,1453,sh600221,3.5,3.47,3.5,3.45,day,972503.0,-2491.93,575.0,1.28731343284,12.25,12.0409,12.25,11.9025,9.45762085009e+11,6209715.1249,330625.0,1.65717587436,0.0028943580263643353
2016-08-16,1452,sh600221,3.52,3.5,3.53,3.47,day,1527811.0,-3320.54,578.333333333,1.2947761194,12.3904,12.25,12.4609,12.0409,2.33420645172e+12,11025985.8916,334469.444444,1.67644519938,-0.005780362915499425
2016-08-15,1451,sh600221,3.39,3.51,3.52,3.38,day,2507007.0,-7953.58,563.333333333,1.26119402985,11.4921,12.3201,12.3904,11.4244,6.28508409805e+12,63259434.8164,317344.444444,1.59061038093,0.026278884463840434
2016-08-12,1450,sh600221,3.34,3.39,3.39,3.34,day,564165.0,3667.16,556.666666667,1.24626865672,11.1556,11.4921,11.4921,11.1556,3.18282147225e+11,13448062.4656,309877.777778,1.55318556471,0.011904902506318458
2016-08-11,1449,sh600221,3.37,3.35,3.38,3.35,day,406905.0,-1297.67,558.333333333,1.25,11.3569,11.2225,11.4244,11.2225,1.65571679025e+11,1683947.4289,311736.111111,1.5625,-0.0029895388483660483
2016-08-10,1448,sh600221,3.39,3.36,3.39,3.35,day,600326.0,-4410.18,558.333333333,1.25,11.4921,11.2896,11.4921,11.2225,3.60391306276e+11,19449687.6324,311736.111111,1.5625,0.0
2016-08-09,1447,sh600221,3.37,3.39,3.39,3.35,day,570024.0,1906.31,558.333333333,1.25,11.3569,11.4921,11.4921,11.2225,3.24927360576e+11,3634017.8161,311736.111111,1.5625,0.0
2016-08-08,1446,sh600221,3.35,3.38,3.38,3.34,day,596560.0,-2714.64,556.666666667,1.24626865672,11.2225,11.4244,11.4244,11.1556,3.558838336e+11,7369270.3296,309877.777778,1.55318556471,0.002989538848365986
2016-08-05,1445,sh600221,3.4,3.37,3.4,3.36,day,668284.0,-3448.88,560.0,1.25373134328,11.56,11.3569,11.56,11.2896,4.46603504656e+11,11894773.2544,313600.0,1.57184228113,-0.005970166986503796
2016-08-04,1444,sh600221,3.39,3.4,3.41,3.37,day,743130.0,19.59,561.666666667,1.25746268657,11.4921,11.56,11.6281,11.3569,5.522421969e+11,383.7681,315469.444444,1.58121240811,-0.002971770389157593
2016-08-03,1443,sh600221,3.38,3.42,3.44,3.37,day,1113946.0,3711.33,561.666666667,1.25746268657,11.4244,11.6964,11.8336,11.3569,1.24087569092e+12,13773970.3689,315469.444444,1.58121240811,0.0
2016-08-02,1442,sh600221,3.37,3.37,3.39,3.34,day,475784.0,1517.22,556.666666667,1.24626865672,11.3569,11.3569,11.4921,11.1556,2.26370414656e+11,2301956.5284,309877.777778,1.55318556471,0.008941937375661433
2016-08-01,1441,sh600221,3.37,3.36,3.38,3.31,day,766038.0,-1439.39,551.666666667,1.23507462687,11.3569,11.2896,11.4244,10.9561,5.86814217444e+11,2071843.5721,304336.111111,1.52540933393,0.009022617599637552
2016-07-29,1440,sh600221,3.39,3.38,3.44,3.37,day,1031099.0,205.2,561.666666667,1.25746268657,11.4921,11.4244,11.8336,11.3569,1.0631651478e+12,42107.04,315469.444444,1.58121240811,-0.017964554975298884
2016-07-28,1439,sh600221,3.34,3.39,3.49,3.31,day,1599266.0,1166.81,551.666666667,1.23507462687,11.1556,11.4921,12.1801,10.9561,2.55765173876e+12,1361445.5761,304336.111111,1.52540933393,0.017964554975298894
2016-07-27,1438,sh600221,3.42,3.35,3.43,3.28,day,1518105.0,-8689.35,546.666666667,1.22388059701,11.6964,11.2225,11.7649,10.7584,2.30464279102e+12,75504803.4225,298844.444444,1.49788371575,0.009104766992919287
2016-07-26,1437,sh600221,3.34,3.41,3.42,3.33,day,1014695.0,8805.14,555.0,1.24253731343,11.1556,11.6281,11.6964,11.0889,1.02960594302e+12,77530490.4196,308025.0,1.54389897527,-0.015128881596300202
2016-07-25,1436,sh600221,3.33,3.34,3.36,3.32,day,371679.0,15.99,553.333333333,1.23880597015,11.0889,11.1556,11.2896,11.0224,1.38145279041e+11,255.6801,306177.777778,1.53464023168,0.0030075210639553224
2016-07-22,1435,sh600221,3.39,3.34,3.39,3.32,day,649758.0,-7152.37,553.333333333,1.23880597015,11.4921,11.1556,11.4921,11.0224,4.22185458564e+11,51156396.6169,306177.777778,1.53464023168,0.0
2016-07-21,1434,sh600221,3.38,3.38,3.41,3.36,day,800186.0,-1253.1,560.0,1.25373134328,11.4244,11.4244,11.6281,11.2896,6.40297634596e+11,1570259.61,313600.0,1.57184228113,-0.01197619104671565
2016-07-20,1433,sh600221,3.37,3.38,3.39,3.36,day,429718.0,238.3,560.0,1.25373134328,11.3569,11.4244,11.4921,11.2896,1.84657559524e+11,56786.89,313600.0,1.57184228113,0.0
2016-07-19,1432,sh600221,3.41,3.38,3.42,3.35,day,802103.0,-3338.91,558.333333333,1.25,11.6281,11.4244,11.6964,11.2225,6.43369222609e+11,11148319.9881,311736.111111,1.5625,0.00298062813813772
2016-07-18,1431,sh600221,3.39,3.42,3.44,3.37,day,1101748.0,-350.0,561.666666667,1.25746268657,11.4921,11.6964,11.8336,11.3569,1.2138486555e+12,122500.0,315469.444444,1.58121240811,-0.005952398527295273
2016-07-15,1430,sh600221,3.39,3.41,3.41,3.37,day,769527.0,2863.62,561.666666667,1.25746268657,11.4921,11.6281,11.6281,11.3569,5.92171803729e+11,8200319.5044,315469.444444,1.58121240811,0.0
2016-07-14,1429,sh600221,3.41,3.39,3.42,3.36,day,1139484.0,-5063.15,560.0,1.25373134328,11.6281,11.4921,11.6964,11.2896,1.29842378626e+12,25635487.9225,313600.0,1.57184228113,0.00297177038915748
2016-07-13,1428,sh600221,3.48,3.4,3.49,3.38,day,2518754.0,-11441.04,563.333333333,1.26119402985,12.1104,11.56,12.1801,11.4244,6.34412171252e+12,130897396.282,317344.444444,1.59061038093,-0.005934735519814578
2016-07-12,1427,sh600221,3.25,3.53,3.58,3.24,day,4166913.0,19727.66,540.0,1.20895522388,10.5625,12.4609,12.8164,10.4976,1.73631639496e+13,389180569.076,291600.0,1.46157273335,0.04230237969068937
2016-07-11,1426,sh600221,3.25,3.26,3.29,3.23,day,1031964.0,2835.65,538.333333333,1.2052238806,10.5625,10.6276,10.8241,10.4329,1.0649496973e+12,8040910.9225,289802.777778,1.45256460236,0.0030911925696728796
2016-07-08,1425,sh600221,3.28,3.24,3.3,3.24,day,944891.0,-3162.83,540.0,1.20895522388,10.7584,10.4976,10.89,10.4976,8.92819001881e+11,10003493.6089,291600.0,1.46157273335,-0.0030911925696729694
2016-07-07,1424,sh600221,3.23,3.27,3.3,3.23,day,1005232.0,6134.59,538.333333333,1.2052238806,10.4329,10.6929,10.89,10.4329,1.01049137382e+12,37633194.4681,289802.777778,1.45256460236,0.0030911925696728796
2016-07-06,1423,sh600221,3.27,3.25,3.28,3.22,day,901658.0,-2286.27,536.666666667,1.20149253731,10.6929,10.5625,10.7584,10.3684,8.12987148964e+11,5227030.5129,288011.111111,1.44358431722,0.0031007776782481854
2016-07-05,1422,sh600221,3.22,3.28,3.32,3.21,day,1860320.0,8840.87,535.0,1.19776119403,10.3684,10.7584,11.0224,10.3041,3.4607905024e+12,78160982.3569,286225.0,1.43463187792,0.003110422414392552
2016-07-04,1421,sh600221,3.17,3.22,3.23,3.16,day,1015506.0,2597.49,526.666666667,1.17910447761,10.0489,10.3684,10.4329,9.9856,1.03125243604e+12,6746954.3001,277377.777778,1.39028736912,0.015698909543103615
2016-07-01,1420,sh600221,3.17,3.18,3.18,3.16,day,345569.0,-914.71,526.666666667,1.17910447761,10.0489,10.1124,10.1124,9.9856,1.19417933761e+11,836694.3841,277377.777778,1.39028736912,0.0
2016-06-30,1419,sh600221,3.19,3.17,3.19,3.15,day,515789.0,-1582.47,525.0,1.17537313433,10.1761,10.0489,10.1761,9.9225,2.66038292521e+11,2504211.3009,275625.0,1.3815020049,0.0031695747612790395
2016-06-29,1418,sh600221,3.14,3.18,3.19,3.13,day,800973.0,9591.38,71.1363636364,1.18113207547,9.8596,10.1124,10.1761,9.7969,6.41557746729e+11,91994570.3044,5060.3822314,1.39507297971,0.0063694482854799285
2016-06-28,1417,sh600221,3.13,3.14,3.14,3.11,day,623978.0,-3901.28,70.6818181818,1.17358490566,9.7969,9.8596,9.8596,9.6721,3.89348544484e+11,15219985.6384,4995.91942149,1.37730153079,0.006410278360919019
2016-06-27,1416,sh600221,3.1,3.14,3.14,3.1,day,411640.0,53.23,70.4545454545,1.16981132075,9.61,9.8596,9.8596,9.61,1.694474896e+11,2833.4329,4963.84297521,1.36845852617,0.003220614700042157
2016-06-24,1415,sh600221,3.15,3.11,3.15,3.08,day,715395.0,-4336.94,70.0,1.16226415094,9.9225,9.6721,9.9225,9.4864,5.11790006025e+11,18809048.5636,4900.0,1.35085795657,0.00647251450561752
2016-06-23,1414,sh600221,3.17,3.14,3.17,3.12,day,462014.0,-1621.76,70.9090909091,1.17735849057,10.0489,9.8596,10.0489,9.7344,2.13456936196e+11,2630105.4976,5028.09917355,1.38617301531,-0.012903404835907954
2016-06-22,1413,sh600221,3.15,3.16,3.17,3.14,day,327289.0,-382.69,71.3636363636,1.18490566038,9.9225,9.9856,10.0489,9.8596,1.07118089521e+11,146451.6361,5092.76859504,1.40400142399,-0.00638979809877101
2016-06-21,1412,sh600221,3.16,3.15,3.18,3.14,day,619126.0,1050.3,71.3636363636,1.18490566038,9.9856,9.9225,10.1124,9.8596,3.83317003876e+11,1103130.09,5092.76859504,1.40400142399,0.0
2016-06-20,1411,sh600221,3.16,3.15,3.17,3.12,day,605235.0,-910.85,70.9090909091,1.17735849057,9.9856,9.9225,10.0489,9.7344,3.66309405225e+11,829647.7225,5028.09917355,1.38617301531,0.006389798098770988
2016-06-17,1410,sh600221,3.16,3.18,3.22,3.15,day,827614.0,1643.45,71.5909090909,1.18867924528,9.9856,10.1124,10.3684,9.9225,6.84944932996e+11,2700927.9025,5125.25826446,1.41295834817,-0.009569451016150672
2016-06-16,1409,sh600221,3.17,3.15,3.22,3.14,day,602497.0,-2266.97,71.3636363636,1.18490566038,10.0489,9.9225,10.3684,9.8596,3.63002635009e+11,5139152.9809,5092.76859504,1.40400142399,0.0031796529173795844
2016-06-15,1408,sh600221,3.12,3.18,3.21,3.11,day,757016.0,1200.35,70.6818181818,1.17358490566,9.7344,10.1124,10.3041,9.6721,5.73073224256e+11,1440840.1225,4995.91942149,1.37730153079,0.009600073729019358
2016-06-14,1407,sh600221,3.1,3.14,3.14,3.09,day,480481.0,1001.66,70.2272727273,1.16603773585,9.61,9.8596,9.8596,9.5481,2.30861991361e+11,1003322.7556,4931.86983471,1.35964400142,0.006451635281488595
2016-06-13,1406,sh600221,3.17,3.11,3.19,3.11,day,635966.0,-4517.57,70.6818181818,1.17358490566,10.0489,9.6721,10.1761,9.6721,4.04452753156e+11,20408438.7049,4995.91942149,1.37730153079,-0.006451635281488719
2016-06-08,1405,sh600221,3.23,3.2,3.23,3.18,day,581137.0,-567.32,72.2727272727,1.2,10.4329,10.24,10.4329,10.1124,3.37720212769e+11,321851.9824,5223.34710744,1.44,-0.02225847060094281
2016-06-07,1404,sh600221,3.25,3.23,3.26,3.21,day,528073.0,-2247.48,72.9545454545,1.21132075472,10.5625,10.4329,10.6276,10.3041,2.78861093329e+11,5051166.3504,5322.36570248,1.46729797081,-0.009389740349838919
